frame,x,y,width,height,box_area,smoothed_area,area_ratio,speed,max_approach_speed,approach_duration,status,is_approaching,overtake_chance,overtake_status,tracking
409,856,498,94,64,6016,6080.8,1.809761904761905,0,0,0,➡️ STEADY,False,37,📉 LOW OVERTAKE CHANCE,success
410,852,497,94,64,6016,6080.8,1.809761904761905,0,0,0,➡️ STEADY,False,37,📉 LOW OVERTAKE CHANCE,success
411,844,493,94,64,6016,6080.8,1.809761904761905,0,0,0,➡️ STEADY,False,37,📉 LOW OVERTAKE CHANCE,success
412,838,489,94,64,6016,6080.8,1.809761904761905,0,0,0,➡️ STEADY,False,37,📉 LOW OVERTAKE CHANCE,success
413,828,481,94,64,6016,6016.0,1.7904761904761906,0,0,0,➡️ STEADY,False,36,📉 LOW OVERTAKE CHANCE,success
414,822,477,94,64,6016,6016.0,1.7904761904761906,0,0,0,➡️ STEADY,False,36,📉 LOW OVERTAKE CHANCE,success
415,820,475,94,64,6016,6016.0,1.7904761904761906,0,0,0,➡️ STEADY,False,36,📉 LOW OVERTAKE CHANCE,success
416,815,471,94,64,6016,6016.0,1.7904761904761906,0,0,0,➡️ STEADY,False,36,📉 LOW OVERTAKE CHANCE,success
417,815,471,89,61,5429,5957.3,1.7730059523809525,-587,0,0,📉 MOVING AWAY,False,35,📉 LOW OVERTAKE CHANCE,success
418,813,471,89,61,5429,5898.6,1.7555357142857144,-587,0,0,📉 MOVING AWAY,False,34,📉 LOW OVERTAKE CHANCE,success
419,812,472,89,61,5429,5839.9,1.7380654761904761,-587,0,0,📉 MOVING AWAY,False,33,📉 LOW OVERTAKE CHANCE,success
420,812,473,89,61,5429,5781.2,1.720595238095238,-587,0,0,📉 MOVING AWAY,False,32,📉 LOW OVERTAKE CHANCE,success
421,813,478,89,61,5429,5722.5,1.703125,-587,0,0,📉 MOVING AWAY,False,31,📉 LOW OVERTAKE CHANCE,success
422,813,480,89,61,5429,5663.8,1.685654761904762,0,0,0,➡️ STEADY,False,30,📉 LOW OVERTAKE CHANCE,success
423,817,486,85,58,4930,5555.2,1.6533333333333333,-499,0,0,📉 MOVING AWAY,False,28,📉 LOW OVERTAKE CHANCE,success
424,817,488,85,58,4930,5446.6,1.621011904761905,-499,0,0,📉 MOVING AWAY,False,26,📉 LOW OVERTAKE CHANCE,success
425,817,490,85,58,4930,5338.0,1.588690476190476,-499,0,0,📉 MOVING AWAY,False,25,📉 LOW OVERTAKE CHANCE,success
426,818,493,85,58,4930,5229.4,1.5563690476190475,-499,0,0,📉 MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,success
427,818,493,85,58,4930,5179.5,1.5415178571428572,-499,0,0,📉 MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,success
428,817,495,81,56,4536,5090.2,1.5149404761904761,-394,0,0,📉 MOVING AWAY,False,20,👀 WATCHING FOR OVERTAKE,success
429,816,494,81,56,4536,5000.9,1.488363095238095,-394,0,0,📉 MOVING AWAY,False,24,👀 WATCHING FOR OVERTAKE,success
430,815,494,81,56,4536,4911.6,1.4617857142857145,-394,0,0,📉 MOVING AWAY,False,23,👀 WATCHING FOR OVERTAKE,success
431,811,492,81,56,4536,4822.3,1.4352083333333334,-394,0,0,📉 MOVING AWAY,False,22,👀 WATCHING FOR OVERTAKE,success
432,810,491,81,56,4536,4733.0,1.4086309523809524,-394,0,0,📉 MOVING AWAY,False,21,👀 WATCHING FOR OVERTAKE,success
433,809,490,81,56,4536,4693.6,1.396904761904762,0,0,0,➡️ STEADY,False,21,👀 WATCHING FOR OVERTAKE,success
434,807,489,81,56,4536,4654.2,1.3851785714285714,0,0,0,➡️ STEADY,False,20,👀 WATCHING FOR OVERTAKE,success
435,807,489,81,56,4536,4614.8,1.373452380952381,0,0,0,➡️ STEADY,False,20,👀 WATCHING FOR OVERTAKE,success
436,806,489,81,56,4536,4575.4,1.3617261904761904,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
437,806,489,81,56,4536,4536.0,1.35,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
438,806,490,81,56,4536,4536.0,1.35,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
439,806,491,81,56,4536,4536.0,1.35,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
440,807,491,81,56,4536,4536.0,1.35,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
441,807,492,81,56,4536,4536.0,1.35,0,0,0,➡️ STEADY,False,19,👀 WATCHING FOR OVERTAKE,success
442,810,494,77,53,4081,4490.5,1.3364583333333333,-455,0,0,📉 MOVING AWAY,False,19,👀 WATCHING FOR OVERTAKE,success
443,810,493,77,53,4081,4445.0,1.3229166666666667,-455,0,0,📉 MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,success
444,809,493,77,53,4081,4399.5,1.309375,-455,0,0,📉 MOVING AWAY,False,18,👀 WATCHING FOR OVERTAKE,success
445,810,494,77,53,4081,4354.0,1.2958333333333334,-455,0,0,📉 MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,success
446,810,493,77,53,4081,4308.5,1.2822916666666666,-455,0,0,📉 MOVING AWAY,False,17,👀 WATCHING FOR OVERTAKE,success
447,811,494,77,53,4081,4263.0,1.26875,0,0,0,➡️ STEADY,False,16,👀 WATCHING FOR OVERTAKE,success
448,811,493,77,53,4081,4217.5,1.2552083333333333,0,0,0,➡️ STEADY,False,16,👀 WATCHING FOR OVERTAKE,success
449,812,493,77,53,4081,4172.0,1.2416666666666667,0,0,0,➡️ STEADY,False,15,👀 WATCHING FOR OVERTAKE,success
450,813,493,77,53,4081,4126.5,1.228125,0,0,0,➡️ STEADY,False,15,👀 WATCHING FOR OVERTAKE,success
451,813,493,77,53,4081,4081.0,1.2145833333333333,0,0,0,➡️ STEADY,False,14,👀 WATCHING FOR OVERTAKE,success
452,814,493,77,53,4081,4081.0,1.2145833333333333,0,0,0,➡️ STEADY,False,14,👀 WATCHING FOR OVERTAKE,success
453,818,494,74,50,3700,4042.9,1.2032440476190476,-381,0,0,📉 MOVING AWAY,False,14,👀 WATCHING FOR OVERTAKE,success
454,818,494,74,50,3700,4004.8,1.191904761904762,-381,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
455,816,493,77,53,4081,4004.8,1.191904761904762,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
456,821,495,74,50,3700,3966.7,1.180565476190476,-381,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
457,821,494,74,50,3700,3928.6,1.1692261904761905,-381,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
458,822,495,74,50,3700,3890.5,1.1578869047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
459,823,495,74,50,3700,3852.4,1.1465476190476191,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
460,824,494,74,50,3700,3814.3,1.1352083333333334,-381,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
461,825,494,74,50,3700,3776.2,1.1238690476190476,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
462,826,493,74,50,3700,3738.1,1.1125297619047618,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
463,827,493,74,50,3700,3738.1,1.1125297619047618,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
464,831,494,70,48,3360,3704.1,1.1024107142857142,-340,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
465,832,494,70,48,3360,3632.0,1.0809523809523809,-340,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
466,835,496,67,46,3082,3570.2,1.0625595238095238,-618,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
467,834,495,70,48,3360,3536.2,1.0524404761904762,-340,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
468,837,496,70,48,3360,3502.2,1.0423214285714286,-340,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
469,838,496,70,48,3360,3468.2,1.0322023809523808,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
470,840,496,70,48,3360,3434.2,1.0220833333333332,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
471,844,498,67,46,3082,3372.4,1.0036904761904761,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
472,845,499,67,46,3082,3310.6,0.985297619047619,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
473,848,500,67,46,3082,3248.8,0.9669047619047619,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
474,850,500,67,46,3082,3221.0,0.9586309523809524,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
475,851,500,67,46,3082,3193.2,0.9503571428571428,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
476,854,501,67,46,3082,3193.2,0.9503571428571428,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
477,855,501,67,46,3082,3165.4,0.9420833333333334,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
478,857,501,67,46,3082,3137.6,0.9338095238095238,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
479,859,500,67,46,3082,3109.8,0.9255357142857144,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
480,861,500,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
481,864,499,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
482,867,499,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
483,869,498,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
484,873,498,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
485,874,497,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
486,881,497,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
487,886,496,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
488,893,496,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
489,895,496,67,46,3082,3082.0,0.9172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
490,899,497,63,44,2772,3051.0,0.9080357142857143,-310,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
491,905,496,67,46,3082,3051.0,0.9080357142857143,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
492,911,497,63,44,2772,3020.0,0.8988095238095238,-310,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
493,920,496,63,44,2772,2989.0,0.8895833333333333,-310,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
494,922,496,63,44,2772,2958.0,0.8803571428571428,-310,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
495,929,496,63,44,2772,2927.0,0.8711309523809524,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
496,937,496,63,44,2772,2896.0,0.861904761904762,-310,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
497,942,496,63,44,2772,2865.0,0.8526785714285714,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
498,949,496,63,44,2772,2834.0,0.843452380952381,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
499,956,496,63,44,2772,2803.0,0.8342261904761905,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
500,958,496,63,44,2772,2803.0,0.8342261904761905,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
501,968,497,60,41,2460,2740.8,0.8157142857142857,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
502,971,497,60,41,2460,2709.6,0.8064285714285714,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
503,980,497,60,41,2460,2678.4,0.7971428571428572,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
504,981,496,63,44,2772,2678.4,0.7971428571428572,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
505,986,497,63,44,2772,2678.4,0.7971428571428572,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
506,992,498,63,44,2772,2678.4,0.7971428571428572,312,312,0,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
507,993,498,63,44,2772,2678.4,0.7971428571428572,312,312,1,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
508,999,498,60,41,2460,2647.2,0.7878571428571428,0,312,1,➡️ STEADY,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
509,1001,498,60,41,2460,2616.0,0.7785714285714286,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
510,1001,498,60,41,2460,2584.8,0.7692857142857144,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
511,1003,497,60,41,2460,2584.8,0.7692857142857144,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
512,1003,496,60,41,2460,2584.8,0.7692857142857144,-312,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
513,1003,496,60,41,2460,2584.8,0.7692857142857144,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
514,1003,496,60,41,2460,2553.6,0.76,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
515,1003,496,60,41,2460,2522.4,0.7507142857142858,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
516,1003,496,60,41,2460,2491.2,0.7414285714285713,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
517,1002,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
518,1001,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
519,1000,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
520,999,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
521,998,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
522,997,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
523,996,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
524,996,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
525,995,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
526,994,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
527,992,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
528,991,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
529,990,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
530,990,496,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
531,987,495,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
532,987,495,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
533,985,495,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
534,984,495,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
535,984,495,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
536,982,494,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
537,981,494,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
538,978,493,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
539,978,493,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
540,978,492,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
541,976,490,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
542,976,490,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
543,976,490,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
544,975,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
545,975,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
546,974,488,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
547,974,488,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
548,973,488,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
549,973,487,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
550,973,488,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
551,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
552,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
553,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
554,970,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
555,971,490,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
556,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
557,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
558,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
559,971,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
560,972,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
561,972,489,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
562,972,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
563,972,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
564,973,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
565,973,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
566,975,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
567,975,491,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
568,976,492,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
569,977,494,60,41,2460,2460.0,0.7321428571428571,0,0,0,➡️ STEADY,False,12,👀 WATCHING FOR OVERTAKE,success
570,976,492,63,44,2772,2491.2,0.7414285714285713,312,312,0,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
571,979,494,63,44,2772,2522.4,0.7507142857142858,312,312,1,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
572,979,493,63,44,2772,2553.6,0.76,312,312,2,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
573,982,494,63,44,2772,2584.8,0.7692857142857144,312,312,3,📈 APPROACHING,True,47,⚡ MEDIUM OVERTAKE CHANCE,success
574,982,493,63,44,2772,2616.0,0.7785714285714286,312,312,4,📈 APPROACHING,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
575,982,493,63,44,2772,2647.2,0.7878571428571428,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
576,984,494,63,44,2772,2678.4,0.7971428571428572,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
577,985,495,63,44,2772,2709.6,0.8064285714285714,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
578,987,496,63,44,2772,2740.8,0.8157142857142857,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
579,987,496,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
580,988,496,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
581,988,498,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
582,989,498,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
583,991,498,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
584,992,498,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
585,992,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
586,993,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
587,993,500,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
588,994,500,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
589,993,500,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
590,992,501,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
591,992,502,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
592,991,501,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
593,990,501,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
594,989,501,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
595,987,501,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
596,984,500,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
597,982,500,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
598,977,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
599,975,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
600,973,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
601,969,499,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
602,966,498,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
603,960,497,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
604,956,496,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
605,955,497,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
606,946,495,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
607,943,495,63,44,2772,2772.0,0.825,0,312,4,➡️ STEADY,True,57,⚡ MEDIUM OVERTAKE CHANCE,success
608,935,494,67,46,3082,2803.0,0.8342261904761905,310,312,38,📈 APPROACHING,True,54,⚡ MEDIUM OVERTAKE CHANCE,success
609,930,494,67,46,3082,2834.0,0.843452380952381,310,312,39,📈 APPROACHING,True,54,⚡ MEDIUM OVERTAKE CHANCE,success
610,927,494,67,46,3082,2865.0,0.8526785714285714,310,312,40,📈 APPROACHING,True,54,⚡ MEDIUM OVERTAKE CHANCE,success
611,920,495,63,44,2772,2865.0,0.8526785714285714,0,312,40,➡️ STEADY,True,54,⚡ MEDIUM OVERTAKE CHANCE,success
612,917,495,63,44,2772,2865.0,0.8526785714285714,0,312,40,➡️ STEADY,True,54,⚡ MEDIUM OVERTAKE CHANCE,success
613,912,495,63,44,2772,2865.0,0.8526785714285714,-310,0,0,📉 MOVING AWAY,False,12,👀 WATCHING FOR OVERTAKE,success
