frame,x,y,width,height,box_area,smoothed_area,area_ratio,overtake_chance,status,tracking
510,986,499,96,56,5376,6128.466666666666,2.0266093474426805,100,🚀 HIGH OVERTAKE CHANCE!,success
511,987,499,96,56,5376,6048.733333333334,2.000242504409171,100,🚀 HIGH OVERTAKE CHANCE!,success
512,986,497,101,59,5959,6007.866666666667,1.9867283950617285,100,🚀 HIGH OVERTAKE CHANCE!,success
513,986,497,101,59,5959,5967.0,1.9732142857142858,100,🚀 HIGH OVERTAKE CHANCE!,success
514,986,496,101,59,5959,5926.133333333333,1.959700176366843,100,🚀 HIGH OVERTAKE CHANCE!,success
515,986,496,101,59,5959,5885.266666666666,1.9461860670194002,100,🚀 HIGH OVERTAKE CHANCE!,success
516,983,495,106,62,6572,5885.266666666666,1.9461860670194002,100,🚀 HIGH OVERTAKE CHANCE!,success
517,984,496,101,59,5959,5844.4,1.9326719576719575,100,🚀 HIGH OVERTAKE CHANCE!,success
518,982,495,106,62,6572,5885.266666666666,1.9461860670194002,100,🚀 HIGH OVERTAKE CHANCE!,success
519,981,495,106,62,6572,5926.133333333333,1.959700176366843,100,🚀 HIGH OVERTAKE CHANCE!,success
520,980,495,106,62,6572,5967.0,1.9732142857142858,100,🚀 HIGH OVERTAKE CHANCE!,success
521,977,495,106,62,6572,6046.733333333334,1.9995811287477956,100,🚀 HIGH OVERTAKE CHANCE!,success
522,978,495,106,62,6572,6087.6,2.013095238095238,100,🚀 HIGH OVERTAKE CHANCE!,success
523,977,495,106,62,6572,6128.466666666666,2.0266093474426805,100,🚀 HIGH OVERTAKE CHANCE!,success
524,976,495,106,62,6572,6208.2,2.0529761904761905,100,🚀 HIGH OVERTAKE CHANCE!,success
525,975,495,106,62,6572,6287.933333333333,2.0793430335097,100,🚀 HIGH OVERTAKE CHANCE!,success
526,974,495,106,62,6572,6367.666666666667,2.10570987654321,100,🚀 HIGH OVERTAKE CHANCE!,success
527,973,495,106,62,6572,6408.533333333334,2.1192239858906525,100,🚀 HIGH OVERTAKE CHANCE!,success
528,970,494,112,65,7280,6496.6,2.148346560846561,100,🚀 HIGH OVERTAKE CHANCE!,success
529,969,494,112,65,7280,6584.666666666667,2.177469135802469,100,🚀 HIGH OVERTAKE CHANCE!,success
530,968,494,112,65,7280,6672.733333333334,2.2065917107583775,100,🚀 HIGH OVERTAKE CHANCE!,success
531,965,494,112,65,7280,6719.933333333333,2.222200176366843,100,🚀 HIGH OVERTAKE CHANCE!,success
532,965,494,112,65,7280,6808.0,2.251322751322751,100,🚀 HIGH OVERTAKE CHANCE!,success
533,963,494,112,65,7280,6855.2,2.266931216931217,100,🚀 HIGH OVERTAKE CHANCE!,success
534,960,492,117,68,7956,6947.466666666666,2.297442680776014,100,🚀 HIGH OVERTAKE CHANCE!,success
535,958,492,117,68,7956,7039.733333333334,2.3279541446208114,100,🚀 HIGH OVERTAKE CHANCE!,success
536,959,493,112,65,7280,7086.933333333333,2.343562610229277,100,🚀 HIGH OVERTAKE CHANCE!,success
537,960,493,112,65,7280,7134.133333333333,2.3591710758377427,100,🚀 HIGH OVERTAKE CHANCE!,success
538,954,491,117,68,7956,7226.4,2.3896825396825396,100,🚀 HIGH OVERTAKE CHANCE!,success
539,957,492,112,65,7280,7273.6,2.4052910052910055,100,🚀 HIGH OVERTAKE CHANCE!,success
540,953,490,117,68,7956,7365.866666666667,2.4358024691358025,100,🚀 HIGH OVERTAKE CHANCE!,success
541,952,488,117,68,7956,7458.133333333333,2.4663139329805994,100,🚀 HIGH OVERTAKE CHANCE!,success
542,951,488,117,68,7956,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
543,954,488,112,65,7280,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
544,953,488,112,65,7280,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
545,950,487,117,68,7956,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
546,947,484,123,72,8856,7700.533333333334,2.5464726631393297,100,🚀 HIGH OVERTAKE CHANCE!,success
547,947,484,123,72,8856,7805.6,2.5812169312169315,100,🚀 HIGH OVERTAKE CHANCE!,success
548,946,484,123,72,8856,7910.666666666667,2.615961199294533,100,🚀 HIGH OVERTAKE CHANCE!,success
549,946,484,123,72,8856,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
550,948,486,117,68,7956,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
551,950,488,112,65,7280,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
552,950,488,112,65,7280,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
553,946,487,117,68,7956,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
554,947,487,117,68,7956,8015.733333333334,2.650705467372134,100,🚀 HIGH OVERTAKE CHANCE!,success
555,946,487,117,68,7956,8015.733333333334,2.650705467372134,100,🚀 HIGH OVERTAKE CHANCE!,success
556,947,487,117,68,7956,8015.733333333334,2.650705467372134,100,🚀 HIGH OVERTAKE CHANCE!,success
557,950,488,112,65,7280,7970.666666666667,2.6358024691358026,100,🚀 HIGH OVERTAKE CHANCE!,success
558,948,487,117,68,7956,8015.733333333334,2.650705467372134,100,🚀 HIGH OVERTAKE CHANCE!,success
559,948,487,117,68,7956,8060.8,2.6656084656084658,100,🚀 HIGH OVERTAKE CHANCE!,success
560,949,487,117,68,7956,8060.8,2.6656084656084658,100,🚀 HIGH OVERTAKE CHANCE!,success
561,948,487,117,68,7956,8000.8,2.645767195767196,100,🚀 HIGH OVERTAKE CHANCE!,success
562,948,488,117,68,7956,7940.8,2.6259259259259258,100,🚀 HIGH OVERTAKE CHANCE!,success
563,949,489,117,68,7956,7880.8,2.606084656084656,100,🚀 HIGH OVERTAKE CHANCE!,success
564,949,489,117,68,7956,7820.8,2.5862433862433862,100,🚀 HIGH OVERTAKE CHANCE!,success
565,949,489,117,68,7956,7820.8,2.5862433862433862,100,🚀 HIGH OVERTAKE CHANCE!,success
566,952,489,117,68,7956,7865.866666666667,2.601146384479718,100,🚀 HIGH OVERTAKE CHANCE!,success
567,955,490,112,65,7280,7865.866666666667,2.601146384479718,100,🚀 HIGH OVERTAKE CHANCE!,success
568,955,491,112,65,7280,7820.8,2.5862433862433862,100,🚀 HIGH OVERTAKE CHANCE!,success
569,956,492,112,65,7280,7775.733333333334,2.5713403880070547,100,🚀 HIGH OVERTAKE CHANCE!,success
570,957,492,112,65,7280,7730.666666666667,2.556437389770723,100,🚀 HIGH OVERTAKE CHANCE!,success
571,959,493,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
572,960,493,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
573,961,493,112,65,7280,7640.533333333334,2.52663139329806,100,🚀 HIGH OVERTAKE CHANCE!,success
574,962,493,112,65,7280,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
575,963,493,112,65,7280,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
576,965,494,112,65,7280,7505.333333333333,2.4819223985890653,100,🚀 HIGH OVERTAKE CHANCE!,success
577,965,494,112,65,7280,7460.266666666666,2.4670194003527337,100,🚀 HIGH OVERTAKE CHANCE!,success
578,966,495,112,65,7280,7415.2,2.452116402116402,100,🚀 HIGH OVERTAKE CHANCE!,success
579,967,496,112,65,7280,7370.133333333333,2.4372134038800706,100,🚀 HIGH OVERTAKE CHANCE!,success
580,968,496,112,65,7280,7325.066666666667,2.422310405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
581,968,497,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
582,972,499,106,62,6572,7232.8,2.391798941798942,100,🚀 HIGH OVERTAKE CHANCE!,success
583,973,499,106,62,6572,7185.6,2.376190476190476,100,🚀 HIGH OVERTAKE CHANCE!,success
584,973,499,106,62,6572,7138.4,2.3605820105820103,100,🚀 HIGH OVERTAKE CHANCE!,success
585,974,499,106,62,6572,7091.2,2.344973544973545,100,🚀 HIGH OVERTAKE CHANCE!,success
586,976,501,101,59,5959,7003.133333333333,2.3158509700176366,100,🚀 HIGH OVERTAKE CHANCE!,success
587,976,501,101,59,5959,6915.066666666667,2.2867283950617283,100,🚀 HIGH OVERTAKE CHANCE!,success
588,979,503,96,56,5376,6788.133333333333,2.244753086419753,100,🚀 HIGH OVERTAKE CHANCE!,success
589,977,502,101,59,5959,6700.066666666667,2.2156305114638446,100,🚀 HIGH OVERTAKE CHANCE!,success
590,977,502,101,59,5959,6612.0,2.1865079365079363,100,🚀 HIGH OVERTAKE CHANCE!,success
591,975,502,101,59,5959,6523.933333333333,2.1573853615520284,100,🚀 HIGH OVERTAKE CHANCE!,success
592,972,501,106,62,6572,6476.733333333334,2.1417768959435626,100,🚀 HIGH OVERTAKE CHANCE!,success
593,973,502,101,59,5959,6388.666666666667,2.1126543209876543,100,🚀 HIGH OVERTAKE CHANCE!,success
594,972,502,101,59,5959,6300.6,2.083531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
595,971,502,101,59,5959,6212.533333333334,2.054409171075838,100,🚀 HIGH OVERTAKE CHANCE!,success
596,963,500,106,62,6572,6165.333333333333,2.0388007054673722,100,🚀 HIGH OVERTAKE CHANCE!,success
597,965,501,101,59,5959,6124.466666666666,2.0252865961199293,100,🚀 HIGH OVERTAKE CHANCE!,success
598,960,501,101,59,5959,6083.6,2.011772486772487,100,🚀 HIGH OVERTAKE CHANCE!,success
599,960,502,96,56,5376,6003.866666666667,1.985405643738977,100,🚀 HIGH OVERTAKE CHANCE!,success
600,957,500,101,59,5959,5963.0,1.9718915343915344,100,🚀 HIGH OVERTAKE CHANCE!,success
601,949,498,106,62,6572,6003.866666666667,1.985405643738977,100,🚀 HIGH OVERTAKE CHANCE!,success
602,948,499,101,59,5959,6003.866666666667,1.985405643738977,100,🚀 HIGH OVERTAKE CHANCE!,success
603,941,497,106,62,6572,6083.6,2.011772486772487,100,🚀 HIGH OVERTAKE CHANCE!,success
604,936,497,106,62,6572,6124.466666666666,2.0252865961199293,100,🚀 HIGH OVERTAKE CHANCE!,success
605,934,497,106,62,6572,6165.333333333333,2.0388007054673722,100,🚀 HIGH OVERTAKE CHANCE!,success
606,923,495,112,65,7280,6253.4,2.06792328042328,100,🚀 HIGH OVERTAKE CHANCE!,success
607,917,494,117,68,7956,6345.666666666667,2.0984347442680775,100,🚀 HIGH OVERTAKE CHANCE!,success
608,909,494,117,68,7956,6478.8,2.1424603174603174,100,🚀 HIGH OVERTAKE CHANCE!,success
609,897,491,129,75,9675,6726.533333333334,2.2243827160493828,100,🚀 HIGH OVERTAKE CHANCE!,success
610,894,491,129,75,9675,6974.266666666666,2.3063051146384477,100,🚀 HIGH OVERTAKE CHANCE!,success
611,884,492,129,75,9675,7181.133333333333,2.3747134038800706,100,🚀 HIGH OVERTAKE CHANCE!,success
612,881,492,129,75,9675,7428.866666666667,2.456635802469136,100,🚀 HIGH OVERTAKE CHANCE!,success
613,877,492,129,75,9675,7676.6,2.5385582010582013,100,🚀 HIGH OVERTAKE CHANCE!,success
614,873,492,129,75,9675,7963.2,2.6333333333333333,100,🚀 HIGH OVERTAKE CHANCE!,success
615,869,492,129,75,9675,8210.933333333332,2.715255731922398,100,🚀 HIGH OVERTAKE CHANCE!,success
616,863,492,129,75,9675,8417.8,2.783664021164021,100,🚀 HIGH OVERTAKE CHANCE!,success
617,861,491,129,75,9675,8665.533333333333,2.8655864197530865,100,🚀 HIGH OVERTAKE CHANCE!,success
618,859,492,123,72,8856,8817.8,2.915939153439153,100,🚀 HIGH OVERTAKE CHANCE!,success
619,857,491,123,72,8856,8970.066666666668,2.966291887125221,100,🚀 HIGH OVERTAKE CHANCE!,success
620,854,490,123,72,8856,9122.333333333334,3.0166446208112876,100,🚀 HIGH OVERTAKE CHANCE!,success
621,851,489,123,72,8856,9227.4,3.051388888888889,100,🚀 HIGH OVERTAKE CHANCE!,success
622,850,488,123,72,8856,9287.4,3.0712301587301587,100,🚀 HIGH OVERTAKE CHANCE!,success
623,848,488,123,72,8856,9347.4,3.0910714285714285,100,🚀 HIGH OVERTAKE CHANCE!,success
624,847,488,123,72,8856,9292.8,3.0730158730158728,100,🚀 HIGH OVERTAKE CHANCE!,success
625,845,487,123,72,8856,9238.2,3.0549603174603175,100,🚀 HIGH OVERTAKE CHANCE!,success
626,843,485,123,72,8856,9183.6,3.036904761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
627,841,484,123,72,8856,9129.0,3.0188492063492065,100,🚀 HIGH OVERTAKE CHANCE!,success
628,839,483,123,72,8856,9074.4,3.000793650793651,100,🚀 HIGH OVERTAKE CHANCE!,success
629,834,480,129,75,9675,9074.4,3.000793650793651,100,🚀 HIGH OVERTAKE CHANCE!,success
630,833,480,129,75,9675,9074.4,3.000793650793651,100,🚀 HIGH OVERTAKE CHANCE!,success
631,829,479,129,75,9675,9074.4,3.000793650793651,100,🚀 HIGH OVERTAKE CHANCE!,success
632,828,478,129,75,9675,9074.4,3.000793650793651,100,🚀 HIGH OVERTAKE CHANCE!,success
633,825,478,129,75,9675,9129.0,3.0188492063492065,100,🚀 HIGH OVERTAKE CHANCE!,success
634,824,479,129,75,9675,9183.6,3.036904761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
635,823,478,129,75,9675,9238.2,3.0549603174603175,100,🚀 HIGH OVERTAKE CHANCE!,success
636,820,479,129,75,9675,9292.8,3.0730158730158728,100,🚀 HIGH OVERTAKE CHANCE!,success
637,820,480,129,75,9675,9347.4,3.0910714285714285,100,🚀 HIGH OVERTAKE CHANCE!,success
638,819,482,129,75,9675,9402.0,3.109126984126984,100,🚀 HIGH OVERTAKE CHANCE!,success
639,818,483,129,75,9675,9456.6,3.12718253968254,100,🚀 HIGH OVERTAKE CHANCE!,success
640,817,485,129,75,9675,9511.2,3.1452380952380956,100,🚀 HIGH OVERTAKE CHANCE!,success
641,817,488,129,75,9675,9565.8,3.1632936507936504,100,🚀 HIGH OVERTAKE CHANCE!,success
642,816,488,129,75,9675,9620.4,3.181349206349206,100,🚀 HIGH OVERTAKE CHANCE!,success
643,816,489,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
644,816,490,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
645,816,491,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
646,815,492,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
647,815,493,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
648,815,493,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
649,815,493,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
650,814,494,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
651,814,494,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
652,815,495,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
653,816,495,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
654,815,495,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
655,817,495,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
656,816,494,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
657,817,493,129,75,9675,9675.0,3.199404761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
658,821,495,123,72,8856,9620.4,3.181349206349206,100,🚀 HIGH OVERTAKE CHANCE!,success
659,821,495,123,72,8856,9565.8,3.1632936507936504,100,🚀 HIGH OVERTAKE CHANCE!,success
660,822,495,123,72,8856,9511.2,3.1452380952380956,100,🚀 HIGH OVERTAKE CHANCE!,success
661,822,495,123,72,8856,9456.6,3.12718253968254,100,🚀 HIGH OVERTAKE CHANCE!,success
662,823,496,123,72,8856,9402.0,3.109126984126984,100,🚀 HIGH OVERTAKE CHANCE!,success
663,822,497,123,72,8856,9347.4,3.0910714285714285,100,🚀 HIGH OVERTAKE CHANCE!,success
664,822,497,123,72,8856,9292.8,3.0730158730158728,100,🚀 HIGH OVERTAKE CHANCE!,success
665,824,499,117,68,7956,9178.2,3.0351190476190477,100,🚀 HIGH OVERTAKE CHANCE!,success
666,823,498,117,68,7956,9063.6,2.9972222222222222,100,🚀 HIGH OVERTAKE CHANCE!,success
667,824,497,117,68,7956,8949.0,2.9593253968253967,100,🚀 HIGH OVERTAKE CHANCE!,success
668,825,496,117,68,7956,8834.4,2.9214285714285713,100,🚀 HIGH OVERTAKE CHANCE!,success
669,827,495,117,68,7956,8719.8,2.883531746031746,100,🚀 HIGH OVERTAKE CHANCE!,success
670,828,495,117,68,7956,8605.2,2.8456349206349207,100,🚀 HIGH OVERTAKE CHANCE!,success
671,835,496,117,68,7956,8490.6,2.8077380952380953,100,🚀 HIGH OVERTAKE CHANCE!,success
672,837,497,117,68,7956,8376.0,2.7698412698412698,100,🚀 HIGH OVERTAKE CHANCE!,success
673,842,497,117,68,7956,8316.0,2.75,100,🚀 HIGH OVERTAKE CHANCE!,success
674,843,497,117,68,7956,8256.0,2.7301587301587302,100,🚀 HIGH OVERTAKE CHANCE!,success
675,847,499,112,65,7280,8150.933333333333,2.695414462081129,100,🚀 HIGH OVERTAKE CHANCE!,success
676,849,499,112,65,7280,8045.866666666667,2.6606701940035276,100,🚀 HIGH OVERTAKE CHANCE!,success
677,849,499,112,65,7280,7940.8,2.6259259259259258,100,🚀 HIGH OVERTAKE CHANCE!,success
678,850,499,112,65,7280,7835.733333333334,2.5911816578483244,100,🚀 HIGH OVERTAKE CHANCE!,success
679,851,500,112,65,7280,7730.666666666667,2.556437389770723,100,🚀 HIGH OVERTAKE CHANCE!,success
680,851,500,112,65,7280,7685.6,2.5415343915343915,100,🚀 HIGH OVERTAKE CHANCE!,success
681,852,499,112,65,7280,7640.533333333334,2.52663139329806,100,🚀 HIGH OVERTAKE CHANCE!,success
682,853,499,112,65,7280,7595.466666666666,2.5117283950617284,100,🚀 HIGH OVERTAKE CHANCE!,success
683,854,499,112,65,7280,7550.4,2.496825396825397,100,🚀 HIGH OVERTAKE CHANCE!,success
684,854,498,112,65,7280,7505.333333333333,2.4819223985890653,100,🚀 HIGH OVERTAKE CHANCE!,success
685,855,498,112,65,7280,7460.266666666666,2.4670194003527337,100,🚀 HIGH OVERTAKE CHANCE!,success
686,856,496,112,65,7280,7415.2,2.452116402116402,100,🚀 HIGH OVERTAKE CHANCE!,success
687,857,495,112,65,7280,7370.133333333333,2.4372134038800706,100,🚀 HIGH OVERTAKE CHANCE!,success
688,859,493,112,65,7280,7325.066666666667,2.422310405643739,100,🚀 HIGH OVERTAKE CHANCE!,success
689,860,493,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
690,862,492,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
691,863,491,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
692,865,491,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
693,867,491,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
694,869,490,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
695,869,490,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
696,868,488,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
697,868,488,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
698,865,486,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
699,864,486,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
700,863,485,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
701,861,485,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
702,861,484,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
703,859,485,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
704,858,484,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
705,856,485,112,65,7280,7280.0,2.4074074074074074,100,🚀 HIGH OVERTAKE CHANCE!,success
706,857,487,106,62,6572,7232.8,2.391798941798942,100,🚀 HIGH OVERTAKE CHANCE!,success
707,855,487,106,62,6572,7185.6,2.376190476190476,100,🚀 HIGH OVERTAKE CHANCE!,success
708,855,489,101,59,5959,7097.533333333334,2.347067901234568,100,🚀 HIGH OVERTAKE CHANCE!,success
709,851,489,101,59,5959,7009.466666666666,2.3179453262786596,100,🚀 HIGH OVERTAKE CHANCE!,success
710,850,489,101,59,5959,6921.4,2.2888227513227513,100,🚀 HIGH OVERTAKE CHANCE!,success
711,845,489,101,59,5959,6833.333333333333,2.259700176366843,100,🚀 HIGH OVERTAKE CHANCE!,success
712,843,489,101,59,5959,6745.266666666666,2.2305776014109346,100,🚀 HIGH OVERTAKE CHANCE!,success
713,838,488,101,59,5959,6657.2,2.2014550264550263,100,🚀 HIGH OVERTAKE CHANCE!,success
714,837,489,101,59,5959,6569.133333333333,2.172332451499118,100,🚀 HIGH OVERTAKE CHANCE!,success
715,836,489,101,59,5959,6481.066666666667,2.1432098765432097,100,🚀 HIGH OVERTAKE CHANCE!,success
716,831,489,101,59,5959,6393.0,2.1140873015873014,100,🚀 HIGH OVERTAKE CHANCE!,success
717,830,489,101,59,5959,6304.933333333333,2.0849647266313935,100,🚀 HIGH OVERTAKE CHANCE!,success
718,826,489,101,59,5959,6216.866666666667,2.0558421516754852,100,🚀 HIGH OVERTAKE CHANCE!,success
719,826,489,101,59,5959,6128.8,2.026719576719577,100,🚀 HIGH OVERTAKE CHANCE!,success
720,825,489,101,59,5959,6040.733333333334,1.9975970017636686,100,🚀 HIGH OVERTAKE CHANCE!,success
721,824,489,101,59,5959,5999.866666666667,1.9840828924162257,100,🚀 HIGH OVERTAKE CHANCE!,success
722,824,489,101,59,5959,5959.0,1.970568783068783,100,🚀 HIGH OVERTAKE CHANCE!,success
723,824,490,101,59,5959,5959.0,1.970568783068783,100,🚀 HIGH OVERTAKE CHANCE!,success
724,826,491,96,56,5376,5920.133333333333,1.957716049382716,100,🚀 HIGH OVERTAKE CHANCE!,success
725,826,491,96,56,5376,5881.266666666666,1.944863315696649,100,🚀 HIGH OVERTAKE CHANCE!,success
726,826,491,96,56,5376,5842.4,1.932010582010582,100,🚀 HIGH OVERTAKE CHANCE!,success
727,825,490,96,56,5376,5803.533333333334,1.919157848324515,100,🚀 HIGH OVERTAKE CHANCE!,success
728,822,492,92,54,4968,5737.466666666666,1.8973104056437389,100,🚀 HIGH OVERTAKE CHANCE!,success
729,819,491,96,56,5376,5698.6,1.884457671957672,100,🚀 HIGH OVERTAKE CHANCE!,success
730,821,492,92,54,4968,5632.533333333334,1.862610229276896,100,🚀 HIGH OVERTAKE CHANCE!,success
731,813,491,96,56,5376,5593.666666666667,1.849757495590829,100,🚀 HIGH OVERTAKE CHANCE!,success
732,812,491,96,56,5376,5554.8,1.836904761904762,100,🚀 HIGH OVERTAKE CHANCE!,success
733,809,493,92,54,4968,5488.733333333334,1.815057319223986,100,🚀 HIGH OVERTAKE CHANCE!,success
734,807,492,96,56,5376,5449.866666666667,1.802204585537919,100,🚀 HIGH OVERTAKE CHANCE!,success
735,805,492,96,56,5376,5411.0,1.7893518518518519,100,🚀 HIGH OVERTAKE CHANCE!,success
736,805,494,92,54,4968,5344.933333333333,1.7675044091710759,100,🚀 HIGH OVERTAKE CHANCE!,success
737,802,493,96,56,5376,5306.066666666667,1.7546516754850088,100,🚀 HIGH OVERTAKE CHANCE!,success
738,798,494,96,56,5376,5267.2,1.7417989417989417,100,🚀 HIGH OVERTAKE CHANCE!,success
739,795,493,101,59,5959,5306.066666666667,1.7546516754850088,100,🚀 HIGH OVERTAKE CHANCE!,success
740,792,493,101,59,5959,5344.933333333333,1.7675044091710759,100,🚀 HIGH OVERTAKE CHANCE!,success
741,789,494,101,59,5959,5383.8,1.780357142857143,100,🚀 HIGH OVERTAKE CHANCE!,success
742,792,495,96,56,5376,5383.8,1.780357142857143,100,🚀 HIGH OVERTAKE CHANCE!,success
743,792,496,96,56,5376,5411.0,1.7893518518518519,100,🚀 HIGH OVERTAKE CHANCE!,success
744,794,498,92,54,4968,5383.8,1.780357142857143,100,🚀 HIGH OVERTAKE CHANCE!,success
745,792,497,96,56,5376,5411.0,1.7893518518518519,100,🚀 HIGH OVERTAKE CHANCE!,success
746,795,500,92,54,4968,5383.8,1.780357142857143,100,🚀 HIGH OVERTAKE CHANCE!,success
747,796,500,92,54,4968,5356.6,1.771362433862434,100,🚀 HIGH OVERTAKE CHANCE!,success
748,796,500,92,54,4968,5356.6,1.771362433862434,100,🚀 HIGH OVERTAKE CHANCE!,success
749,796,501,92,54,4968,5329.4,1.7623677248677247,100,🚀 HIGH OVERTAKE CHANCE!,success
750,799,502,88,51,4488,5270.2,1.7427910052910052,100,🚀 HIGH OVERTAKE CHANCE!,success
751,799,502,88,51,4488,5238.2,1.7322089947089947,100,🚀 HIGH OVERTAKE CHANCE!,success
752,797,501,92,54,4968,5211.0,1.7232142857142858,100,🚀 HIGH OVERTAKE CHANCE!,success
753,801,502,88,51,4488,5151.8,1.7036375661375662,100,🚀 HIGH OVERTAKE CHANCE!,success
754,799,501,92,54,4968,5085.733333333334,1.6817901234567902,100,🚀 HIGH OVERTAKE CHANCE!,success
755,799,501,92,54,4968,5019.666666666667,1.6599426807760143,100,🚀 HIGH OVERTAKE CHANCE!,success
756,803,503,88,51,4488,4921.6,1.6275132275132276,100,🚀 HIGH OVERTAKE CHANCE!,success
757,806,504,83,49,4067,4834.333333333333,1.5986552028218695,100,🚀 HIGH OVERTAKE CHANCE!,success
758,807,504,83,49,4067,4747.066666666667,1.5697971781305113,100,🚀 HIGH OVERTAKE CHANCE!,success
759,809,505,83,49,4067,4687.0,1.5499338624338623,100,🚀 HIGH OVERTAKE CHANCE!,success
760,810,505,83,49,4067,4599.733333333334,1.5210758377425044,100,🚀 HIGH OVERTAKE CHANCE!,success
761,814,504,83,49,4067,4539.666666666667,1.5012125220458554,100,🚀 HIGH OVERTAKE CHANCE!,success
762,816,506,79,46,3634,4450.733333333334,1.4718033509700177,95,🚀 HIGH OVERTAKE CHANCE!,success
763,820,505,79,46,3634,4361.8,1.44239417989418,91,🚀 HIGH OVERTAKE CHANCE!,success
764,821,504,79,46,3634,4272.866666666667,1.4129850088183422,87,🚀 HIGH OVERTAKE CHANCE!,success
765,823,504,79,46,3634,4215.933333333333,1.394157848324515,84,🚀 HIGH OVERTAKE CHANCE!,success
766,827,503,79,46,3634,4159.0,1.375330687830688,82,🚀 HIGH OVERTAKE CHANCE!,success
767,829,503,79,46,3634,4070.0666666666666,1.3459215167548502,77,🚀 HIGH OVERTAKE CHANCE!,success
768,833,503,79,46,3634,4013.133333333333,1.327094356261023,75,🚀 HIGH OVERTAKE CHANCE!,success
